resource,bytes,organisations,endpoints,start-date,end-date
b7cd7941c1c8aee51465cbab3a72a81f42ba9393ee7c43ed142b5a278810c4e4,37583,local-authority-eng:LBH,7b4b9b400899e33b81a52c5893987827666437d1fcc8488d610d0ae77b605a31,2021-10-29,
db5238c35bf94337fea6437627c66813009e86c44a569c6e7a95df31efd34db5,163840,local-authority-eng:GLA,7bc8a737cf2fc696b33985d1112421cbf09eb8236192f298d971ab01808f8378,2021-11-11,
